number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_n_estimators,params_subsample,state
68,0.7196781218672684,2026-04-05 12:35:18.035634,2026-04-05 12:35:18.456298,0 days 00:00:00.420664,0.9703171354621709,0.0796169572607446,3,247,0.7044326116713806,COMPLETE
69,0.7184462145492077,2026-04-05 12:35:18.456559,2026-04-05 12:35:18.907700,0 days 00:00:00.451141,0.9465279147400437,0.016794939263455586,3,266,0.7582685153036073,COMPLETE
70,0.7199662220554175,2026-04-05 12:35:18.907978,2026-04-05 12:35:19.302550,0 days 00:00:00.394572,0.9870354531366888,0.06684723000248947,3,234,0.7806519555540189,COMPLETE
71,0.7203518042064405,2026-04-05 12:35:19.302818,2026-04-05 12:35:19.728391,0 days 00:00:00.425573,0.9593539774582377,0.07925249048784246,3,263,0.774855270072193,COMPLETE
72,0.720164840320199,2026-04-05 12:35:19.728662,2026-04-05 12:35:20.116675,0 days 00:00:00.388013,0.9703997298405022,0.08868485032126762,3,237,0.7359232056968178,COMPLETE
73,0.7210089926370007,2026-04-05 12:35:20.116964,2026-04-05 12:35:20.590299,0 days 00:00:00.473335,0.9785238699847538,0.08413825842994975,3,280,0.7772693698630694,COMPLETE
74,0.7207361024005057,2026-04-05 12:35:20.590584,2026-04-05 12:35:21.049088,0 days 00:00:00.458504,0.9808378052436361,0.0826304444206032,3,281,0.7567980843068522,COMPLETE
75,0.7198927402110628,2026-04-05 12:35:21.049362,2026-04-05 12:35:21.540527,0 days 00:00:00.491165,0.9561790032240018,0.09367453427512981,3,290,0.768328358166032,COMPLETE
76,0.7201154573602833,2026-04-05 12:35:21.540787,2026-04-05 12:35:22.017799,0 days 00:00:00.477012,0.9317055295341402,0.07235592152418967,3,279,0.9625557073616757,COMPLETE
77,0.7193900216791194,2026-04-05 12:35:22.018155,2026-04-05 12:35:22.528863,0 days 00:00:00.510708,0.9943801451503275,0.0997167856076396,3,300,0.8038340617992681,COMPLETE
78,0.7199314564516368,2026-04-05 12:35:22.529177,2026-04-05 12:35:22.958511,0 days 00:00:00.429334,0.9477833255508323,0.060848080715551166,3,255,0.7974247001123965,COMPLETE
79,0.7204956073857154,2026-04-05 12:35:22.958815,2026-04-05 12:35:23.421689,0 days 00:00:00.462874,0.97688021862293,0.08417946126958371,3,286,0.9397265775961328,COMPLETE
80,0.7189451799761973,2026-04-05 12:35:23.421958,2026-04-05 12:35:23.859722,0 days 00:00:00.437764,0.9635780142390061,0.023453817500632027,3,272,0.9852130632008441,COMPLETE
81,0.7199866666008228,2026-04-05 12:35:23.859988,2026-04-05 12:35:24.267656,0 days 00:00:00.407668,0.9696214390602932,0.07774050134053566,3,259,0.7744970941263932,COMPLETE
82,0.7210419804542245,2026-04-05 12:35:24.267923,2026-04-05 12:35:24.747663,0 days 00:00:00.479740,0.9922525368291745,0.0647183878900063,3,266,0.778821529108901,COMPLETE
83,0.7206290401434081,2026-04-05 12:35:24.747928,2026-04-05 12:35:25.189703,0 days 00:00:00.441775,0.9871414866000181,0.06600140954787816,3,278,0.7461379801925281,COMPLETE
84,0.72102114084514,2026-04-05 12:35:25.189975,2026-04-05 12:35:25.628205,0 days 00:00:00.438230,0.9927679489478154,0.06878089349309457,3,267,0.7601645190021633,COMPLETE
85,0.7211346228870266,2026-04-05 12:35:25.628459,2026-04-05 12:35:26.058385,0 days 00:00:00.429926,0.9915549702552691,0.0712746201253967,3,265,0.7568291906868304,COMPLETE
86,0.7212089936246597,2026-04-05 12:35:26.058666,2026-04-05 12:35:26.474751,0 days 00:00:00.416085,0.9917717678745701,0.0599708242971187,3,266,0.7640839964303265,COMPLETE
87,0.7212687470061581,2026-04-05 12:35:26.475028,2026-04-05 12:35:26.893052,0 days 00:00:00.418024,0.9924238268363326,0.06243016393320568,3,266,0.7613216426321892,COMPLETE
88,0.7217827248529622,2026-04-05 12:35:26.893332,2026-04-05 12:35:27.303679,0 days 00:00:00.410347,0.9935745739017392,0.058568902195902287,3,251,0.7592969642129692,COMPLETE
89,0.7211022276653217,2026-04-05 12:35:27.303954,2026-04-05 12:35:27.749866,0 days 00:00:00.445912,0.9933073203160423,0.05285494008027239,3,268,0.7597135721246366,COMPLETE
90,0.72080405335335,2026-04-05 12:35:27.750188,2026-04-05 12:35:28.193929,0 days 00:00:00.443741,0.9932238528810884,0.05322476922474475,3,267,0.7572174565812086,COMPLETE
91,0.7206241018474167,2026-04-05 12:35:28.194197,2026-04-05 12:35:28.622515,0 days 00:00:00.428318,0.9981331109477889,0.046672073222707645,3,250,0.761962017559445,COMPLETE
92,0.7213236608575845,2026-04-05 12:35:28.622814,2026-04-05 12:35:29.082407,0 days 00:00:00.459593,0.9913148159990388,0.058486867379459365,3,275,0.7704792200432826,COMPLETE
93,0.7203726438155249,2026-04-05 12:35:29.082672,2026-04-05 12:35:29.524544,0 days 00:00:00.441872,0.9923879377617725,0.058064336863483064,3,268,0.7365911044038069,COMPLETE
94,0.7215742299961976,2026-04-05 12:35:29.524798,2026-04-05 12:35:29.960603,0 days 00:00:00.435805,0.9912325551259497,0.06170574228809451,3,274,0.7685448092738922,COMPLETE
95,0.7202591617736384,2026-04-05 12:35:29.960878,2026-04-05 12:35:30.392080,0 days 00:00:00.431202,0.9991518026502659,0.06210728824374886,3,272,0.7874502642091534,COMPLETE
96,0.7206961022029739,2026-04-05 12:35:30.392368,2026-04-05 12:35:30.817818,0 days 00:00:00.425450,0.977170123595919,0.05130662735247821,3,257,0.7690668549116298,COMPLETE
97,0.7146715786250797,2026-04-05 12:35:30.818099,2026-04-05 12:35:31.557011,0 days 00:00:00.738912,0.9876486118220202,0.047129256096639496,6,285,0.7404047692534643,COMPLETE
98,0.7205477557913866,2026-04-05 12:35:31.557279,2026-04-05 12:35:32.022404,0 days 00:00:00.465125,0.9896160619483328,0.03584357410550189,3,276,0.72636038583347,COMPLETE
99,0.7204177798408882,2026-04-05 12:35:32.022722,2026-04-05 12:35:32.430183,0 days 00:00:00.407461,0.9615064725512411,0.04292214664398658,3,252,0.7840862804590653,COMPLETE
